9.9,0.0119,207.5495,,9.9,0.0119,207.5495
10,0.012,206.2831,,10,0.012,206.2831
10.1,0.0121,208.3052,,10.1,0.0121,208.3052
10.2,0.0122,207.3837,,10.2,0.0122,207.3837
10.3,0.0123,209.0001,,10.3,0.0123,209.0001
10.4,0.0124,209.143,,10.4,0.0124,209.143
10.5,0.0126,209.9336,,10.5,0.0126,209.9336
10.6,0.0127,209.6818,,10.6,0.0127,209.6818
10.7,0.0128,210.3758,,10.7,0.0128,210.3758
10.8,0.0129,211.458,,10.8,0.0129,211.458
10.9,0.013,210.9262,,10.9,0.013,210.9262
11,0.0131,212.3458,,11,0.0131,212.3458
11.1,0.0132,211.6644,,11.1,0.0132,211.6644
11.2,0.0133,213.649,,11.2,0.0133,213.649
11.3,0.0134,212.3312,,11.3,0.0134,212.3312
11.4,0.0136,214.9198,,11.4,0.0136,214.9198
11.5,0.0136,213.3238,,11.5,0.0136,213.3238
11.6,0.0138,215.6025,,11.6,0.0138,215.6025
11.7,0.0139,214.6478,,11.7,0.0139,214.6478
11.8,0.014,216.9238,,11.8,0.014,216.9238
11.9,0.0141,215.2669,,11.9,0.0141,215.2669
12,0.0142,217.5749,,12,0.0142,217.5749
12.1,0.0143,216.9243,,12.1,0.0143,216.9243
12.2,0.0144,218.322,,12.2,0.0144,218.322
12.3,0.0145,217.8504,,12.3,0.0145,217.8504
12.4,0.0147,219.3036,,12.4,0.0147,219.3036
12.5,0.0148,219.0539,,12.5,0.0148,219.0539
12.6,0.0149,219.682,,12.6,0.0149,219.682
12.7,0.015,220.7422,,12.7,0.015,220.7422
12.8,0.0151,220.3803,,12.8,0.0151,220.3803
12.9,0.0152,222.0263,,12.9,0.0152,222.0263
13,0.0153,221.3333,,13,0.0153,221.3333
13.1,0.0154,223.2103,,13.1,0.0154,223.2103
13.2,0.0155,222.0257,,13.2,0.0155,222.0257
13.3,0.0157,224.3859,,13.3,0.0157,224.3859
13.302,0.0157,224.3739,,13.302,0.0157,224.3739
13.302,0.0163,254.7388,,0,0.0006,30.3649
13.402,0.0164,255.7539,,0.1,0.0007,31.38
13.502,0.0165,264.944,,0.2,0.0008,40.5701
13.602,0.0167,274.2217,,0.3,0.001,49.8478
13.702,0.0168,282.2084,,0.4,0.0011,57.8345
13.802,0.0169,286.906,,0.5,0.0012,62.5321
13.902,0.017,293.6103,,0.6,0.0013,69.2364
14.002,0.0171,297.8845,,0.7,0.0014,73.5106
14.102,0.0172,304.7396,,0.8,0.0015,80.3657
14.202,0.0173,308.056,,0.9,0.0016,83.6821
14.302,0.0175,314.4076,,1,0.0018,90.0337
14.402,0.0176,317.0771,,1.1,0.0019,92.7032
14.502,0.0177,322.4351,,1.2,0.002,98.0612
14.602,0.0178,324.3011,,1.3,0.0021,99.9272
14.702,0.0179,330.2313,,1.4,0.0022,105.8574
14.802,0.018,331.7075,,1.5,0.0023,107.3336
14.902,0.0181,337.2643,,1.6,0.0024,112.8904
15.002,0.0182,338.7069,,1.7,0.0025,114.333
15.102,0.0184,343.6422,,1.8,0.0027,119.2683
15.202,0.0184,344.6767,,1.9,0.0027,120.3028
15.302,0.0186,349.1222,,2,0.0029,124.7483
15.402,0.0187,351.129,,2.1,0.003,126.7551
15.502,0.0188,354.3343,,2.2,0.0031,129.9604
15.602,0.0189,356.4058,,2.3,0.0032,132.0319
15.702,0.019,359.2112,,2.4,0.0033,134.8373
15.802,0.0191,362.1908,,2.5,0.0034,137.8169
15.902,0.0192,363.8365,,2.6,0.0035,139.4626
16.002,0.0193,367.1309,,2.7,0.0036,142.757
16.102,0.0194,368.4274,,2.8,0.0037,144.0535
16.202,0.0196,372.1179,,2.9,0.0039,147.744
16.302,0.0197,372.6724,,3,0.004,148.2985
16.402,0.0198,376.7218,,3.1,0.0041,152.3479
16.502,0.0199,376.7994,,3.2,0.0042,152.4255
16.602,0.02,381.0535,,3.3,0.0043,156.6796
16.702,0.0201,381.045,,3.4,0.0044,156.6711
16.802,0.0202,385.0681,,3.5,0.0045,160.6942
16.902,0.0203,384.9765,,3.6,0.0046,160.6026
17.002,0.0205,388.7895,,3.7,0.0048,164.4156
17.102,0.0206,389.1178,,3.8,0.0049,164.7439
17.202,0.0207,392.3922,,3.9,0.005,168.0183
17.302,0.0208,392.6049,,4,0.0051,168.231
17.402,0.0209,395.5243,,4.1,0.0052,171.1504
17.502,0.021,396.5728,,4.2,0.0053,172.1989
17.602,0.0211,398.393,,4.3,0.0054,174.0191
17.702,0.0212,399.5574,,4.4,0.0055,175.1835
17.802,0.0213,401.1852,,4.5,0.0056,176.8113
17.902,0.0215,403.162,,4.6,0.0058,178.7881
18.002,0.0216,403.7755,,4.7,0.0059,179.4016
18.102,0.0217,405.9716,,4.8,0.006,181.5977
18.202,0.0218,406.1501,,4.9,0.0061,181.7762
18.302,0.0219,408.9726,,5,0.0062,184.5987
18.402,0.022,408.6189,,5.1,0.0063,184.245
18.502,0.0221,411.8504,,5.2,0.0064,187.4765
18.602,0.0222,411.27,,5.3,0.0065,186.8961
18.702,0.0224,414.2186,,5.4,0.0067,189.8447
18.802,0.0224,414.0217,,5.5,0.0067,189.6478
18.902,0.0226,417.0117,,5.6,0.0069,192.6378
19.002,0.0227,416.2235,,5.7,0.007,191.8496
19.102,0.0228,419.1704,,5.8,0.0071,194.7965
19.202,0.0229,419.2041,,5.9,0.0072,194.8302
19.302,0.023,421.4011,,6,0.0073,197.0272
19.402,0.0231,421.4861,,6.1,0.0074,197.1122
19.502,0.0232,423.4519,,6.2,0.0075,199.078
19.602,0.0233,424.4128,,6.3,0.0076,200.0389
19.702,0.0234,425.3381,,6.4,0.0077,200.9642
19.802,0.0236,426.9436,,6.5,0.0079,202.5697
19.902,0.0237,427.4966,,6.6,0.008,203.1227
20.002,0.0238,429.4833,,6.7,0.0081,205.1094
20.102,0.0239,429.4727,,6.8,0.0082,205.0988
20.202,0.024,432.0869,,6.9,0.0083,207.713
20.302,0.0241,431.4866,,7,0.0084,207.1127
20.402,0.0242,434.3028,,7.1,0.0085,209.9289
20.502,0.0243,433.8296,,7.2,0.0086,209.4557
20.602,0.0245,436.6041,,7.3,0.0088,212.2302
20.702,0.0245,435.8219,,7.4,0.0088,211.448
20.802,0.0247,439.0382,,7.5,0.009,214.6643
20.902,0.0248,438.0953,,7.6,0.0091,213.7214
21.002,0.0249,440.8793,,7.7,0.0092,216.5054
21.102,0.025,440.5199,,7.8,0.0093,216.146
21.202,0.0251,442.7787,,7.9,0.0094,218.4048
21.302,0.0252,443.3852,,8,0.0095,219.0113
21.402,0.0253,444.6852,,8.1,0.0096,220.3113
21.502,0.0254,445.4107,,8.2,0.0097,221.0368
21.602,0.0256,446.6061,,8.3,0.0099,222.2322
21.702,0.0257,447.99,,8.4,0.01,223.6161
21.802,0.0258,448.1954,,8.5,0.0101,223.8215
21.902,0.0259,450.0196,,8.6,0.0102,225.6457
22.002,0.026,449.7158,,8.7,0.0103,225.3419
22.102,0.0261,451.8952,,8.8,0.0104,227.5213
22.202,0.0262,451.1346,,8.9,0.0105,226.7607
22.302,0.0264,453.5889,,9,0.0107,229.215
22.402,0.0264,452.5389,,9.1,0.0107,228.165
22.502,0.0266,454.933,,9.2,0.0109,230.5591
22.602,0.0267,453.9221,,9.3,0.011,229.5482
22.702,0.0268,456.3902,,9.4,0.0111,232.0163
22.802,0.0269,455.0069,,9.5,0.0112,230.633
22.902,0.027,457.52,,9.6,0.0113,233.1461
23.002,0.0271,456.8217,,9.7,0.0114,232.4478
23.102,0.0272,458.2236,,9.8,0.0115,233.8497
23.202,0.0273,458.1133,,9.9,0.0116,233.7394
23.302,0.0275,459.6926,,10,0.0118,235.3187
23.402,0.0276,459.4497,,10.1,0.0119,235.0758
23.502,0.0277,460.0051,,10.2,0.012,235.6312
23.602,0.0278,460.8015,,10.3,0.0121,236.4276
23.702,0.0279,460.8824,,10.4,0.0122,236.5085
23.802,0.028,462.332,,10.5,0.0123,237.9581
23.902,0.0281,461.6311,,10.6,0.0124,237.2572
24.002,0.0282,463.4632,,10.7,0.0125,239.0893
24.102,0.0283,462.4603,,10.8,0.0126,238.0864
24.202,0.0285,464.7927,,10.9,0.0128,240.4188
24.302,0.0286,463.621,,11,0.0129,239.2471
24.402,0.0287,465.8024,,11.1,0.013,241.4285
24.502,0.0288,464.52,,11.2,0.0131,240.1461
24.602,0.0289,467.1075,,11.3,0.0132,242.7336
24.702,0.029,465.655,,11.4,0.0133,241.2811
24.802,0.0291,468.0523,,11.5,0.0134,243.6784
24.902,0.0292,466.8735,,11.6,0.0135,242.4996
25.002,0.0293,468.7759,,11.7,0.0136,244.402
25.102,0.0294,468.548,,11.8,0.0137,244.1741
25.202,0.0296,469.7356,,11.9,0.0139,245.3617
25.302,0.0297,469.3293,,12,0.014,244.9554
25.402,0.0298,470.5112,,12.1,0.0141,246.1373
25.502,0.0299,471.654,,12.2,0.0142,247.2801
25.602,0.03,471.2095,,12.3,0.0143,246.8356
25.702,0.0301,472.6754,,12.4,0.0144,248.3015
25.802,0.0302,472.3276,,12.5,0.0145,247.9537
25.902,0.0304,474.1198,,12.6,0.0147,249.7459
26.002,0.0304,473.1831,,12.7,0.0147,248.8092
26.102,0.0306,475.5895,,12.8,0.0149,251.2156
26.202,0.0307,474.2979,,12.9,0.015,249.924
26.302,0.0308,476.6084,,13,0.0151,252.2345
26.402,0.0309,475.6951,,13.1,0.0152,251.3212
26.502,0.031,478.2113,,13.2,0.0153,253.8374
26.602,0.0311,476.6513,,13.3,0.0154,252.2774
26.702,0.0312,479.1019,,13.4,0.0155,254.728
26.802,0.0313,478.6166,,13.5,0.0156,254.2427
26.902,0.0315,480.2638,,13.6,0.0158,255.8899
27.002,0.0316,479.6507,,13.7,0.0159,255.2768
27.102,0.0317,481.3439,,13.8,0.016,256.97
27.202,0.0318,481.382,,13.9,0.0161,257.0081
27.302,0.0319,482.0796,,14,0.0162,257.7057
27.402,0.032,482.8833,,14.1,0.0163,258.5094
27.502,0.0321,482.9894,,14.2,0.0164,258.6155
27.602,0.0322,484.4957,,14.3,0.0165,260.1218
27.702,0.0323,484.1905,,14.4,0.0166,259.8166
27.802,0.0325,485.9008,,14.5,0.0168,261.5269
27.902,0.0325,485.0297,,14.6,0.0168,260.6558
28.002,0.0327,487.4948,,14.7,0.017,263.1209
28.102,0.0328,486.3299,,14.8,0.0171,261.956
28.202,0.0329,488.8076,,14.9,0.0172,264.4337
28.302,0.033,487.5361,,15,0.0173,263.1622
28.402,0.0331,490.1097,,15.1,0.0174,265.7358
28.502,0.0332,488.8329,,15.2,0.0175,264.459
28.602,0.0334,491.3053,,15.3,0.0177,266.9314
28.702,0.0334,490.4142,,15.4,0.0177,266.0403
28.802,0.0336,492.3181,,15.5,0.0179,267.9442
28.902,0.0337,492.1844,,15.6,0.018,267.8105
29.002,0.0338,493.6569,,15.7,0.0181,269.283
29.102,0.0339,493.5626,,15.8,0.0182,269.1887
29.202,0.034,494.6234,,15.9,0.0183,270.2495
29.302,0.0341,495.7598,,16,0.0184,271.3859
29.402,0.0342,495.91,,16.1,0.0185,271.5361
29.502,0.0343,497.1588,,16.2,0.0186,272.7849
29.602,0.0344,497.0429,,16.3,0.0187,272.669
29.702,0.0346,498.9784,,16.4,0.0189,274.6045
29.802,0.0347,498.1718,,16.5,0.019,273.7979
29.902,0.0348,500.8131,,16.6,0.0191,276.4392
30.002,0.0349,499.6024,,16.7,0.0192,275.2285
30.102,0.035,501.9265,,16.8,0.0193,277.5526
30.202,0.0351,501.3337,,16.9,0.0194,276.9598
30.302,0.0352,503.7228,,17,0.0195,279.3489
30.402,0.0353,502.4794,,17.1,0.0196,278.1055
30.502,0.0355,505.161,,17.2,0.0198,280.7871
30.602,0.0356,504.6131,,17.3,0.0199,280.2392
30.702,0.0357,506.461,,17.4,0.02,282.0871
30.802,0.0358,506.175,,17.5,0.0201,281.8011
30.902,0.0359,508.1896,,17.6,0.0202,283.8157
31.002,0.036,508.3172,,17.7,0.0203,283.9433
31.102,0.0361,509.2841,,17.8,0.0204,284.9102
31.202,0.0362,510.424,,17.9,0.0205,286.0501
31.302,0.0363,511.1164,,18,0.0206,286.7425
31.402,0.0365,512.4751,,18.1,0.0208,288.1012
31.502,0.0366,512.4169,,18.2,0.0209,288.043
31.602,0.0367,514.4684,,18.3,0.021,290.0945
31.702,0.0368,513.8521,,18.4,0.0211,289.4782
31.802,0.0369,516.5982,,18.5,0.0212,292.2243
31.902,0.037,515.6824,,18.6,0.0213,291.3085
32.002,0.0371,518.0668,,18.7,0.0214,293.6929
32.102,0.0372,517.4313,,18.8,0.0215,293.0574
32.202,0.0374,520.314,,18.9,0.0217,295.9401
32.302,0.0374,519.2213,,19,0.0217,294.8474
32.402,0.0376,521.9856,,19.1,0.0219,297.6117
32.502,0.0377,521.3271,,19.2,0.022,296.9532
32.602,0.0378,523.7058,,19.3,0.0221,299.3319
32.702,0.0379,523.7711,,19.4,0.0222,299.3972
32.802,0.038,525.4971,,19.5,0.0223,301.1232
32.902,0.0381,525.5691,,19.6,0.0224,301.1952
33.002,0.0382,527.095,,19.7,0.0225,302.7211
33.102,0.0383,528.5309,,19.8,0.0226,304.157
33.202,0.0385,528.9237,,19.9,0.0228,304.5498
33.302,0.0386,530.3921,,20,0.0229,306.0182
33.402,0.0387,530.7503,,20.1,0.023,306.3764
33.502,0.0388,533.1758,,20.2,0.0231,308.8019
33.602,0.0389,532.4544,,20.3,0.0232,308.0805
33.702,0.039,535.2277,,20.4,0.0233,310.8538
33.802,0.0391,534.5381,,20.5,0.0234,310.1642
33.902,0.0392,537.1553,,20.6,0.0235,312.7814
34.002,0.0393,536.6528,,20.7,0.0236,312.2789
34.102,0.0395,539.6728,,20.8,0.0238,315.2989
34.202,0.0395,538.4126,,20.9,0.0238,314.0387
34.302,0.0397,541.5053,,21,0.024,317.1314
34.402,0.0398,541.4042,,21.1,0.0241,317.0303
34.502,0.0399,543.3695,,21.2,0.0242,318.9956
34.602,0.04,543.6054,,21.3,0.0243,319.2315
34.702,0.0401,545.7344,,21.4,0.0244,321.3605
34.802,0.0402,546.3217,,21.5,0.0245,321.9478
34.902,0.0404,547.7149,,21.6,0.0247,323.341
35.002,0.0404,548.732,,21.7,0.0247,324.3581
35.102,0.0406,549.7661,,21.8,0.0249,325.3922
35.202,0.0407,551.6267,,21.9,0.025,327.2528
35.302,0.0408,551.8697,,22,0.0251,327.4958
35.402,0.0409,554.1242,,22.1,0.0252,329.7503
35.502,0.041,553.8959,,22.2,0.0253,329.522
35.602,0.0411,556.7969,,22.3,0.0254,332.423
35.702,0.0412,556.5156,,22.4,0.0255,332.1417
35.802,0.0414,559.3917,,22.5,0.0257,335.0178
35.902,0.0414,558.7339,,22.6,0.0257,334.36
36.002,0.0416,561.9461,,22.7,0.0259,337.5722
36.102,0.0417,561.4254,,22.8,0.026,337.0515
36.202,0.0418,564.4291,,22.9,0.0261,340.0552
36.302,0.0419,564.098,,23,0.0262,339.7241
36.402,0.042,566.5357,,23.1,0.0263,342.1618
36.502,0.0421,567.2126,,23.2,0.0264,342.8387
36.602,0.0423,569.4343,,23.3,0.0266,345.0604
36.702,0.0423,569.4161,,23.4,0.0266,345.0422
36.802,0.0425,571.3677,,23.5,0.0268,346.9938
36.902,0.0426,572.9508,,23.6,0.0269,348.5769
37.002,0.0427,573.7799,,23.7,0.027,349.406
37.102,0.0428,575.5578,,23.8,0.0271,351.1839
37.202,0.0429,576.1439,,23.9,0.0272,351.77
37.302,0.043,578.7017,,24,0.0273,354.3278
37.402,0.0431,578.5415,,24.1,0.0274,354.1676
37.502,0.0432,581.7199,,24.2,0.0275,357.346
37.602,0.0433,581.2306,,24.3,0.0276,356.8567
37.702,0.0435,584.0837,,24.4,0.0278,359.7098
37.802,0.0435,583.9108,,24.5,0.0278,359.5369
37.902,0.0437,587.2738,,24.6,0.028,362.8999
38.002,0.0438,586.4,,24.7,0.0281,362.0261
38.102,0.0439,589.5582,,24.8,0.0282,365.1843
38.202,0.044,589.5962,,24.9,0.0283,365.2223
38.302,0.0441,592.0565,,25,0.0284,367.6826
38.402,0.0442,592.2564,,25.1,0.0285,367.8825
38.502,0.0444,594.875,,25.2,0.0287,370.5011
38.602,0.0444,595.1228,,25.3,0.0287,370.7489
38.702,0.0446,596.9433,,25.4,0.0289,372.5694
38.802,0.0447,598.4617,,25.5,0.029,374.0878
38.902,0.0448,599.5035,,25.6,0.0291,375.1296
39.002,0.0449,601.6016,,25.7,0.0292,377.2277
39.102,0.045,602.1634,,25.8,0.0293,377.7895
39.202,0.0451,604.5022,,25.9,0.0294,380.1283
39.302,0.0452,604.5555,,26,0.0295,380.1816
39.402,0.0454,607.5889,,26.1,0.0297,383.215
39.502,0.0454,607.3726,,26.2,0.0297,382.9987
39.602,0.0456,610.247,,26.3,0.0299,385.8731
39.702,0.0457,609.9943,,26.4,0.03,385.6204
39.802,0.0458,613.3716,,26.5,0.0301,388.9977
39.902,0.0459,612.7783,,26.6,0.0302,388.4044
40.002,0.046,615.8791,,26.7,0.0303,391.5052
40.102,0.0461,615.7843,,26.8,0.0304,391.4104
40.202,0.0462,618.6401,,26.9,0.0305,394.2662
40.302,0.0463,618.9686,,27,0.0306,394.5947
40.402,0.0465,621.3364,,27.1,0.0308,396.9625
40.502,0.0465,621.7743,,27.2,0.0308,397.4004
40.602,0.0467,623.9875,,27.3,0.031,399.6136
40.702,0.0468,625.6035,,27.4,0.0311,401.2296
40.802,0.0469,626.4517,,27.5,0.0312,402.0778
40.902,0.047,628.468,,27.6,0.0313,404.0941
41.002,0.0471,629.6367,,27.7,0.0314,405.2628
41.102,0.0472,631.9371,,27.8,0.0315,407.5632
41.202,0.0473,632.161,,27.9,0.0316,407.7871
41.302,0.0475,635.2338,,28,0.0318,410.8599
41.402,0.0476,635.2059,,28.1,0.0319,410.832
41.502,0.0477,638.3958,,28.2,0.032,414.0219
41.602,0.0478,638.3893,,28.3,0.0321,414.0154
41.702,0.0479,641.9099,,28.4,0.0322,417.536
41.802,0.048,641.2275,,28.5,0.0323,416.8536
41.902,0.0481,644.794,,28.6,0.0324,420.4201
42.002,0.0482,645.0423,,28.7,0.0325,420.6684
42.102,0.0484,647.8977,,28.8,0.0327,423.5238
42.202,0.0484,648.2062,,28.9,0.0327,423.8323
42.302,0.0486,651.0853,,29,0.0329,426.7114
42.402,0.0487,652.0836,,29.1,0.033,427.7097
42.502,0.0488,654.2029,,29.2,0.0331,429.829
42.602,0.0489,655.4992,,29.3,0.0332,431.1253
42.702,0.049,657.3146,,29.4,0.0333,432.9407
42.802,0.0491,659.4842,,29.5,0.0334,435.1103
42.902,0.0492,660.3712,,29.6,0.0335,435.9973
43.002,0.0493,662.73,,29.7,0.0336,438.3561
43.102,0.0494,663.3055,,29.8,0.0337,438.9316
43.202,0.0496,666.8736,,29.9,0.0339,442.4997
43.302,0.0497,666.8551,,30,0.034,442.4812
43.402,0.0498,669.9961,,30.1,0.0341,445.6222
43.502,0.0499,670.0225,,30.2,0.0342,445.6486
43.602,0.05,673.6079,,30.3,0.0343,449.234
43.702,0.0501,673.5062,,30.4,0.0344,449.1323
43.802,0.0502,677.1127,,30.5,0.0345,452.7388
43.902,0.0503,677.0192,,30.6,0.0346,452.6453
44.002,0.0505,680.1316,,30.7,0.0348,455.7577
44.102,0.0505,680.9438,,30.8,0.0348,456.5699
44.202,0.0507,683.7553,,30.9,0.035,459.3814
44.302,0.0508,684.1338,,31,0.0351,459.7599
44.402,0.0509,686.6635,,31.1,0.0352,462.2896
44.502,0.051,688.3951,,31.2,0.0353,464.0212
44.602,0.0511,689.9786,,31.3,0.0354,465.6047
44.702,0.0512,691.6181,,31.4,0.0355,467.2442
44.802,0.0513,692.9759,,31.5,0.0356,468.602
44.902,0.0515,695.6053,,31.6,0.0358,471.2314
45.002,0.0516,695.905,,31.7,0.0359,471.5311
45.102,0.0517,699.0911,,31.8,0.036,474.7172
45.202,0.0518,699.1646,,31.9,0.0361,474.7907
45.302,0.0519,702.0043,,32,0.0362,477.6304
45.402,0.052,702.4937,,32.1,0.0363,478.1198
45.502,0.0521,705.9912,,32.2,0.0364,481.6173
45.602,0.0522,705.5378,,32.3,0.0365,481.1639
45.702,0.0524,709.1613,,32.4,0.0367,484.7874
45.802,0.0524,709.3157,,32.5,0.0367,484.9418
45.902,0.0526,712.4429,,32.6,0.0369,488.069
46.002,0.0527,712.6795,,32.7,0.037,488.3056
46.102,0.0528,715.6257,,32.8,0.0371,491.2518
46.202,0.0529,716.3666,,32.9,0.0372,491.9927
46.302,0.053,718.7821,,33,0.0373,494.4082
46.402,0.0531,720.0898,,33.1,0.0374,495.7159
46.502,0.0532,722.0487,,33.2,0.0375,497.6748
46.602,0.0533,723.9488,,33.3,0.0376,499.5749
46.702,0.0535,725.1259,,33.4,0.0378,500.752
46.802,0.0536,727.528,,33.5,0.0379,503.1541
46.902,0.0537,728.2751,,33.6,0.038,503.9012
47.002,0.0538,731.3795,,33.7,0.0381,507.0056
47.102,0.0539,731.9332,,33.8,0.0382,507.5593
47.202,0.054,735.0254,,33.9,0.0383,510.6515
47.302,0.0541,735.1645,,34,0.0384,510.7906
47.402,0.0542,739.0005,,34.1,0.0385,514.6266
47.502,0.0543,738.7171,,34.2,0.0386,514.3432
47.602,0.0545,742.5602,,34.3,0.0388,518.1863
47.702,0.0546,742.541,,34.4,0.0389,518.1671
47.802,0.0547,745.7052,,34.5,0.039,521.3313
47.902,0.0548,746.5448,,34.6,0.0391,522.1709
48.002,0.0549,749.4816,,34.7,0.0392,525.1077
48.102,0.055,750.0007,,34.8,0.0393,525.6268
48.202,0.0551,752.9469,,34.9,0.0394,528.573
48.302,0.0552,754.399,,35,0.0395,530.0251
48.402,0.0553,756.1456,,35.1,0.0396,531.7717
48.502,0.0554,758.1034,,35.2,0.0397,533.7295
48.602,0.0556,759.7387,,35.3,0.0399,535.3648
48.702,0.0557,762.2018,,35.4,0.04,537.8279
48.802,0.0558,763.034,,35.5,0.0401,538.6601
48.902,0.0559,766.2883,,35.6,0.0402,541.9144
49.002,0.056,766.8146,,35.7,0.0403,542.4407
49.102,0.0561,769.9319,,35.8,0.0404,545.558
