0,0.0008,22.7256
0.1,0.0008,23.7293
0.2,0.0009,29.8387
0.3,0.0011,40.7175
0.4,0.0012,44.0796
0.5,0.0014,48.0806
0.6,0.0015,50.7011
0.7,0.0016,54.878
0.8,0.0017,57.3047
0.9,0.0018,61.9945
1,0.0019,63.8705
1.1,0.002,68.5874
1.2,0.0021,70.0623
1.3,0.0023,75.1683
1.4,0.0023,76.5907
1.5,0.0025,81.4189
1.6,0.0026,82.9206
1.7,0.0027,87.4518
1.8,0.0028,89.2669
1.9,0.0029,93.6073
2,0.003,95.0836
2.1,0.0031,98.9939
2.2,0.0032,101.8254
2.3,0.0034,104.4608
2.4,0.0035,107.4663
2.5,0.0036,110.0326
2.6,0.0037,113.5303
2.7,0.0038,115.3237
2.8,0.0039,119.0712
2.9,0.004,120.5282
3,0.0041,124.5856
3.1,0.0042,125.7649
3.2,0.0044,130.133
3.3,0.0045,130.9251
3.4,0.0046,135.0596
3.5,0.0047,136.4104
3.6,0.0048,140.3025
3.7,0.0049,141.3411
3.8,0.005,145.232
3.9,0.0051,146.7446
4,0.0053,150.0346
4.1,0.0053,151.8964
4.2,0.0055,154.6117
4.3,0.0056,157.3738
4.4,0.0057,159.532
4.5,0.0058,162.1432
4.6,0.0059,164.0082
4.7,0.006,167.5184
4.8,0.0061,168.6732
4.9,0.0063,172.4544
5,0.0063,173.2867
5.1,0.0065,177.2858
5.2,0.0066,177.9872
5.3,0.0067,182.0637
5.4,0.0068,182.7479
5.5,0.0069,186.4636
5.6,0.007,187.7384
5.7,0.0072,191.2599
5.8,0.0072,192.3432
5.9,0.0074,195.6908
6,0.0075,197.6927
6.1,0.0076,200.2506
6.2,0.0077,202.3857
6.3,0.0078,204.7917
6.4,0.0079,207.3411
6.5,0.008,209.0988
6.6,0.0081,212.3797
6.7,0.0082,213.499
6.8,0.0084,217.0355
6.9,0.0085,218.0681
7,0.0086,221.7607
7.1,0.0087,222.4078
7.2,0.0088,226.3849
7.3,0.0089,227.2544
7.4,0.009,230.7994
7.5,0.0091,231.655
7.6,0.0093,235.4607
7.7,0.0093,236.4441
7.8,0.0095,239.5496
7.9,0.0096,241.1367
8,0.0097,243.9444
8.1,0.0098,246.0751
8.2,0.0099,248.1434
8.3,0.01,250.4366
8.4,0.0101,252.2149
8.5,0.0103,255.5331
8.6,0.0104,256.4384
8.7,0.0105,259.6349
8.8,0.0106,260.6176
8.9,0.0107,264.1596
9,0.0108,264.7636
9.1,0.0109,268.5433
9.2,0.011,268.8626
9.3,0.0111,272.5086
9.4,0.0112,273.3243
9.5,0.0114,276.761
9.6,0.0114,277.264
9.7,0.0116,280.6276
9.8,0.0117,282.0656
9.9,0.0118,284.3876
10,0.0119,285.9784
10.1,0.012,288.1619
10.2,0.0121,290.4728
10.3,0.0122,291.8762
10.4,0.0124,294.5596
10.5,0.0125,295.5746
10.6,0.0126,298.6953
10.7,0.0127,299.2325
10.8,0.0128,302.6212
10.9,0.0129,302.6949
11,0.013,306.5731
11.1,0.0131,306.8781
11.2,0.0133,310.1434
11.3,0.0133,310.6491
11.4,0.0135,313.9627
11.5,0.0136,314.6158
11.6,0.0137,317.6453
11.7,0.0138,318.3869
11.8,0.0139,320.8448
11.9,0.014,322.6385
12,0.0141,324.3881
12.1,0.0142,325.9515
12.2,0.0144,327.5251
12.3,0.0145,330.1467
12.4,0.0146,330.9496
12.5,0.0147,333.7312
12.6,0.0148,334.2901
12.7,0.0149,337.3826
12.8,0.015,337.6878
12.9,0.0152,341.1483
13,0.0152,341.1492
13.1,0.0154,344.2045
13.2,0.0155,344.9296
13.3,0.0156,348.0151
13.4,0.0157,348.0718
13.5,0.0158,351.0546
13.6,0.0159,352.0451
13.7,0.016,354.3332
13.8,0.0161,355.5884
13.9,0.0162,357.5303
